,title,company,rating,search_city,location,salary,age,summary
8313,Data Scientists (CA - MC),PA Consulting Group,3.9,London,London,,30+ days ago,"Systems experience: Python, Java, Scala, R, Hadoop, Spark, OpenCV, D3, React, Elasticsearch, Kibana, Image processing, Machine Learning, AI, Internet of Things,…"
8314,Oracle EPM Consolidation Consultant - Senior Manager,PwC,4.0,London,London,,30+ days ago,"Experience of working with other emerging technologies (e.g. Machine Learning, Robotic Process Automation, Blockchain, AI etc.).Who we are looking for."
8315,"Senior Manager, Machine Learning and Data Science, Banking &...",Deloitte,4.0,London,London,,30+ days ago,"From requirements gathering through to solution development and implementation, you’ll have full accountability for delivering successful Machine Learning…"
8316,Full Cycle University Recruiter - PhD,Facebook,4.2,London,London,,30+ days ago,"Innovate on ways to build a talent pipeline from top PhD programs in machine learning, recommendation systems, pattern recognition, data mining, artificial…"
8317,DevOps Infrastructure Engineer,Cisco Systems,4.1,London,London,,15 days ago,Our team is responsible for the networks and hosts that support thousands of Internet-scale services.The Streamline Platform Service team is looking for a…
8318,Knowledge Engineer (All levels),Clear.AI,,London,London,,30+ days ago,"As part of the knowledge graph and product teams, you will work in cross-functional teams with data scientists, machine learning engineers, software engineers,…"
8319,Director of Sales,Black Swan Data Ltd,,London,London,,30+ days ago,"We Are Black Swan Data.Working with SDR's, Solutions Consultants and Subject Matter Experts, you will control the sales experience to gain consensus from…"
8320,Machine Learning Engineer - Healthtech : Speech and natural...,Therapy Box,,London,,"£45,000 a year",30+ days ago,Machine Learning: 2 years (Preferred).You would have proved commercial experience in machine learning that goes beyond personal projects.
8321,Signal Processing Engineer,SERG Technologies,,London,,"£35,000 - £38,000 a year",5 days ago,"O using object-oriented programming languages (Python, C family, Java), o machine learning toolboxes such as Tensorflow 2.0, scikit-learn, Pytorch,."
8322,Data Engineering & Analytics - Jr Professionals & Graduate P...,Kubrick Group,,London,,,30+ days ago,Used Machine Learning and predictive modelling to foresee and solve potential customer problems before they happen for a telecommunications client.
8323,Executive Assistant and Team Coordinator,Cervest,,London,,"£27,000 - £33,000 a year",12 days ago,"We’re looking for a switched on, flexible and ambitious EA and Coordinator to join our growing team as soon as possible. *.Organise and coordinate team events."
8324,Machine Learning Software Product Specialist,Willis Towers Watson,3.7,London,,,24 days ago,Experience of Data Science and Automated Machine Learning techniques within the Insurance sector.A Product Specialist with a strong data science background is…
8325,Publisher Success Manager - DACH,Ezoic,,London,,"£28,000 - £40,000 a year",Just posted,I and machine learning technology to improve visitor experience metrics and revenue on their websites.We offer digital publishers (regardless of technical…
8326,Publisher Success Manager FSCO,Ezoic,,London,,"£28,000 - £40,000 a year",Just posted,I and machine learning technology to improve visitor experience metrics and revenue on their websites.We offer digital publishers (regardless of technical…
8327,Development Engineer (Bionics),SERG Technologies,,London,,"£35,000 - £38,000 a year",5 days ago,"O using object-oriented programming languages (Python, C family, Java), o machine learning toolboxes such as Tensorflow 2.0, scikit-learn, Pytorch,."
8328,Talent Acquisition Associate,Kubrick Group,,London,,,30+ days ago,"As a team we are very collaborative and work together to achieve hiring goals.The ideal candidate for this role will be hardworking, organised and good team…"
8329,Data Analyst,Amazon EU SARL (UK Branch),3.6,London,London,,30+ days ago,History of applying statistical or machine learning models to business problems.Use statistical and Machine Learning techniques for strategic deep dives and…
8330,Data Scientist,tuiinfotec,3.8,London,London W5,,4 days ago,Leading the development of machine learning based recommendation models for deployment in a real-time recommendation capability.How you will make an impact.
8331,Data Engineer,COLLAB. Recruitment Ltd,,London,London EC1V,,5 days ago,Analysts and Data Scientist on analytics and machine learning projects.You will have experience with cloud computing and developing data processing pipelines…
8332,Product Manager - London,Echobox,,London,London,,10 days ago,"You will work closely with our Product team, Software Engineers and Data Scientists to define and execute on the future path for our product."
8333,AWS Solutions Architect (Fintech),AWS EMEA SARL (UK Branch),3.6,London,London,,30+ days ago,"You will have the opportunity to define or invent cloud-native reference architectures for a variety of use cases like Machine Learning, Serverless, Analytics,…"
8334,Product Support Specialist,Echobox,,London,London,,30+ days ago,"This includes triaging potential product issues for our global client base, which includes The Times, The Guardian, Le Monde and Conde Nast; building better…"
8335,Innovation Coordinator Apprentice,Digital Catapult,,London,London NW1,"£18,000 a year",30+ days ago,"Working with internal and external experts to support delivery of workshops at the cutting edge of technology innovation, across a variety of industry sectors …"
8336,Backend Ruby Engineer,Cleo AI,,London,London,,30+ days ago,Watch this to dive a little deeper ( https://www.youtube.com/watch?v=axbJUzqySUw&t=3s ).Check out our office space here ( https://www.glassdoor.co.uk/Photos…
8337,Data Engineer,Applied Data Science Partners,,London,London EC1V,,30+ days ago,"Experience in Data Science (e.g. machine learning, statistics, data visualisation).We're looking to hire a Data Engineer to join our growing Data Science team."
8338,Lead InfraOps Engineer,ThirdEye Labs,,London,London E1,"£70,000 a year",30+ days ago,"Founded in 2016, ThirdEye uses AI to automate the world’s 245m CCTV cameras.This helps retailers reduce theft, optimise store operations & product promotions,…"
8339,Machine Learning Engineer - Healthtech : Speech and natural...,Therapy Box,,London,,"£45,000 a year",30+ days ago,Machine Learning: 2 years (Preferred).You would have proved commercial experience in machine learning that goes beyond personal projects.
8340,Signal Processing Engineer,SERG Technologies,,London,,"£35,000 - £38,000 a year",5 days ago,"O using object-oriented programming languages (Python, C family, Java), o machine learning toolboxes such as Tensorflow 2.0, scikit-learn, Pytorch,."
8341,Data Engineering & Analytics - Jr Professionals & Graduate P...,Kubrick Group,,London,,,30+ days ago,Used Machine Learning and predictive modelling to foresee and solve potential customer problems before they happen for a telecommunications client.
8342,Machine Learning Software Product Specialist,Willis Towers Watson,3.7,London,,,24 days ago,Experience of Data Science and Automated Machine Learning techniques within the Insurance sector.A Product Specialist with a strong data science background is…
8343,Executive Assistant and Team Coordinator,Cervest,,London,,"£27,000 - £33,000 a year",12 days ago,"We’re looking for a switched on, flexible and ambitious EA and Coordinator to join our growing team as soon as possible. *.Organise and coordinate team events."
8344,Talent Acquisition Associate,Kubrick Group,,London,,,30+ days ago,"As a team we are very collaborative and work together to achieve hiring goals.The ideal candidate for this role will be hardworking, organised and good team…"
